,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1650966,1650966,1528102941.97667,e,1,tcp,1,192.168.100.147,57426,192.168.100.3,80,10,1544,RST,1,1528102962.8399801,659,20.863316,2.9999999999999997e-05,5.2000000000000004e-05,0.000121,0.0,0.000121,6,4,778,766,0.431379,0.239655,0.252261,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.47931,0.6103930000000001,976,457,1,DDoS,HTTP
1650967,1650967,1528102941.97712,e,1,tcp,1,192.168.100.147,57428,192.168.100.3,80,10,1527,RST,1,1528102962.84,660,20.862883,2.8999999999999997e-05,5.1e-05,0.000117,0.0,0.000117,6,4,761,766,0.431388,0.23965999999999998,0.25227,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.47931999999999997,0.6103930000000001,976,457,1,DDoS,HTTP
1650968,1650968,1528102948.8223698,e,1,tcp,1,192.168.100.149,42144,192.168.100.3,80,10,1659,RST,1,1528102962.84923,737,14.026860999999998,0.008087,0.011437000000000001,0.024262,0.0,0.024262,6,4,893,766,0.641626,0.356459,0.58935,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.712918,0.6103930000000001,976,519,1,DDoS,HTTP
1650969,1650969,1528102941.97762,e,1,tcp,1,192.168.100.147,57430,192.168.100.3,80,10,1626,RST,1,1528102962.84001,661,20.862389,2.9999999999999997e-05,5.2000000000000004e-05,0.00011899999999999999,0.0,0.00011899999999999999,6,4,860,766,0.43139799999999995,0.239666,0.252281,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.47933100000000006,0.6103930000000001,976,457,1,DDoS,HTTP
1650970,1650970,1528102941.9781199,e,1,tcp,1,192.168.100.147,57432,192.168.100.3,80,10,1608,RST,1,1528102962.8400302,662,20.86191,2.8000000000000003e-05,4.8e-05,0.00011200000000000001,0.0,0.00011200000000000001,6,4,842,766,0.431408,0.239671,0.252292,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.479342,0.6103930000000001,976,457,1,DDoS,HTTP
1650971,1650971,1528102948.82269,e,1,tcp,1,192.168.100.149,42146,192.168.100.3,80,10,1548,RST,1,1528102962.84924,738,14.026545,0.008032,0.011359000000000001,0.024096,0.0,0.024096,6,4,782,766,0.641641,0.35646700000000003,0.589862,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.7129340000000001,0.6103930000000001,976,519,1,DDoS,HTTP
1650972,1650972,1528102941.97857,e,1,tcp,1,192.168.100.147,57434,192.168.100.3,80,10,1536,RST,1,1528102962.84004,663,20.861473,2.9999999999999997e-05,5.1e-05,0.000118,0.0,0.000118,6,4,770,766,0.431417,0.23967600000000003,0.252303,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.479353,0.6103930000000001,976,457,1,DDoS,HTTP
1650973,1650973,1528102948.823,e,1,tcp,1,192.168.100.149,42148,192.168.100.3,80,10,1503,RST,1,1528102962.8492599,739,14.02626,0.007992,0.011302,0.023975,0.0,0.023975,6,4,737,766,0.641654,0.35647399999999996,0.5898979999999999,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.7129479999999999,0.6103930000000001,976,519,1,DDoS,HTTP
1650974,1650974,1528102941.9792,e,1,tcp,1,192.168.100.147,57436,192.168.100.3,80,10,1734,RST,1,1528102962.84006,664,20.860853,2.3e-05,3.9e-05,9e-05,0.0,9e-05,6,4,968,766,0.43143000000000004,0.23968299999999998,0.252315,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.479367,0.6103930000000001,976,457,1,DDoS,HTTP
1650975,1650975,1528102941.97947,e,1,tcp,1,192.168.100.147,57438,192.168.100.3,80,10,1548,RST,1,1528102962.84007,665,20.860598,2.3e-05,3.9e-05,9.1e-05,0.0,9.1e-05,6,4,782,766,0.431435,0.239686,0.25232,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.47937299999999994,0.6103930000000001,976,457,1,DDoS,HTTP
1650976,1650976,1528102948.82331,e,1,tcp,1,192.168.100.149,42150,192.168.100.3,80,10,1490,RST,1,1528102962.8492901,740,14.025975,0.007961,0.011259,0.023883,0.0,0.023883,6,4,724,766,0.641667,0.356481,0.5894590000000001,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.712963,0.6103930000000001,976,519,1,DDoS,HTTP
1650977,1650977,1528102941.98021,e,1,tcp,1,192.168.100.147,57442,192.168.100.3,80,10,1611,RST,1,1528102962.8401,667,20.859892000000002,2.4e-05,4.1e-05,9.499999999999999e-05,0.0,9.499999999999999e-05,6,4,845,766,0.43145,0.23969400000000002,0.252336,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.479389,0.6103930000000001,976,457,1,DDoS,HTTP
1650978,1650978,1528102941.9798698,e,1,tcp,1,192.168.100.147,57440,192.168.100.3,80,10,1680,RST,1,1528102962.84008,666,20.860214000000003,2.2e-05,3.7e-05,8.6e-05,0.0,8.6e-05,6,4,914,766,0.431443,0.239691,0.25232899999999997,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.47938100000000006,0.6103930000000001,976,457,1,DDoS,HTTP
1650979,1650979,1528102948.82371,e,1,tcp,1,192.168.100.149,42152,192.168.100.3,80,10,1657,RST,1,1528102962.84931,741,14.025602,0.008902,0.012589,0.026706,0.0,0.026706,6,4,891,766,0.641684,0.356491,0.5895050000000001,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.712982,0.6103930000000001,976,519,1,DDoS,HTTP
1650980,1650980,1528102941.98054,e,1,tcp,1,192.168.100.147,57444,192.168.100.3,80,10,1632,RST,1,1528102962.84011,668,20.859568,2.3e-05,3.9e-05,9e-05,0.0,9e-05,6,4,866,766,0.431457,0.239698,0.252343,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.479396,0.6103930000000001,976,457,1,DDoS,HTTP
1650981,1650981,1528102941.98089,e,1,tcp,1,192.168.100.147,57446,192.168.100.3,80,10,1609,RST,1,1528102962.84013,669,20.859234,2.2e-05,3.8e-05,8.8e-05,0.0,8.8e-05,6,4,843,766,0.431464,0.239702,0.25235100000000005,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.479404,0.6103930000000001,976,457,1,DDoS,HTTP
1650982,1650982,1528102941.98115,e,1,tcp,1,192.168.100.147,57448,192.168.100.3,80,10,1448,RST,1,1528102962.84014,670,20.858988,2.2e-05,3.8e-05,8.7e-05,0.0,8.7e-05,6,4,682,766,0.43146899999999994,0.23970500000000003,0.25168,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.47941000000000006,0.6103930000000001,976,457,1,DDoS,HTTP
1650983,1650983,1528102948.82414,e,1,tcp,1,192.168.100.149,42154,192.168.100.3,80,10,1658,RST,1,1528102962.8493302,742,14.025193,0.008811,0.012461,0.026434,0.0,0.026434,6,4,892,766,0.641702,0.356501,0.59003,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.7130029999999999,0.6103930000000001,976,519,1,DDoS,HTTP
1650984,1650984,1528102948.82441,e,1,tcp,1,192.168.100.149,42156,192.168.100.3,80,10,1575,RST,1,1528102962.84936,743,14.024946,0.008773999999999999,0.012408,0.026320999999999997,0.0,0.026320999999999997,6,4,809,766,0.641714,0.356508,0.5895859999999999,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713015,0.6103930000000001,976,519,1,DDoS,HTTP
1650985,1650985,1528102948.8246698,e,1,tcp,1,192.168.100.149,42158,192.168.100.3,80,10,1509,RST,1,1528102962.84938,744,14.024712,0.008763,0.012393000000000001,0.026289,0.0,0.026289,6,4,743,766,0.641724,0.356514,0.5896170000000001,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.7130270000000001,0.6103930000000001,976,519,1,DDoS,HTTP
1650986,1650986,1528102948.8250198,e,1,tcp,1,192.168.100.149,42160,192.168.100.3,80,10,1557,RST,1,1528102962.8494,745,14.024382000000001,0.008752,0.012376999999999999,0.026255,0.0,0.026255,6,4,791,766,0.64174,0.356522,0.590132,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713044,0.6103930000000001,976,519,1,DDoS,HTTP
1650987,1650987,1528102948.82536,e,1,tcp,1,192.168.100.149,42162,192.168.100.3,80,10,1608,RST,1,1528102962.8494198,746,14.024064000000001,0.008651,0.012234,0.025952999999999997,0.0,0.025952999999999997,6,4,842,766,0.641754,0.35653,0.589697,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.71306,0.6103930000000001,976,519,1,DDoS,HTTP
1650988,1650988,1528102948.8257,e,1,tcp,1,192.168.100.149,42164,192.168.100.3,80,10,1637,RST,1,1528102962.84945,747,14.023753,0.008602,0.012165,0.025806,0.0,0.025806,6,4,871,766,0.641768,0.356538,0.589737,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713076,0.6103930000000001,976,519,1,DDoS,HTTP
1650989,1650989,1528102948.82599,e,1,tcp,1,192.168.100.149,42166,192.168.100.3,80,10,1501,RST,1,1528102962.84947,748,14.023476,0.00855,0.012092,0.02565,0.0,0.02565,6,4,735,766,0.641781,0.356545,0.590245,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.71309,0.6103930000000001,976,519,1,DDoS,HTTP
1650990,1650990,1528102948.82624,e,1,tcp,1,192.168.100.149,42168,192.168.100.3,80,10,1447,RST,1,1528102962.84949,749,14.02325,0.008535,0.012071,0.025606,0.0,0.025606,6,4,681,766,0.641791,0.356551,0.589799,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713101,0.6103930000000001,976,519,1,DDoS,HTTP
1650991,1650991,1528102948.82652,e,1,tcp,1,192.168.100.149,42170,192.168.100.3,80,10,1592,RST,1,1528102962.84951,750,14.022995000000002,0.008499,0.012019,0.025496,0.0,0.025496,6,4,826,766,0.641803,0.356557,0.589831,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713114,0.6103930000000001,976,519,1,DDoS,HTTP
1650992,1650992,1528102948.8268301,e,1,tcp,1,192.168.100.149,42172,192.168.100.3,80,10,1519,RST,1,1528102962.84953,751,14.022704000000001,0.010743,0.015193,0.032229,0.0,0.032229,6,4,753,766,0.6418159999999999,0.356565,0.590805,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713129,0.6103930000000001,976,519,1,DDoS,HTTP
1650993,1650993,1528102948.82725,e,1,tcp,1,192.168.100.149,42174,192.168.100.3,80,10,1733,RST,1,1528102962.84955,752,14.022297,0.009734,0.013766,0.029202999999999996,0.0,0.029202999999999996,6,4,967,766,0.641835,0.356575,0.589924,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.71315,0.6103930000000001,976,519,1,DDoS,HTTP
1650994,1650994,1528102948.82775,e,1,tcp,1,192.168.100.149,42176,192.168.100.3,80,10,1800,RST,1,1528102962.84957,753,14.021826999999998,0.009633,0.013623,0.028898000000000004,0.0,0.028898000000000004,6,4,1034,766,0.6418560000000001,0.356587,0.589974,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713174,0.6103930000000001,976,519,1,DDoS,HTTP
1650995,1650995,1528102948.8280401,e,1,tcp,1,192.168.100.149,42178,192.168.100.3,80,10,1513,RST,1,1528102962.8496,754,14.021555,0.009595999999999999,0.013571000000000001,0.028788,0.0,0.028788,6,4,747,766,0.6418689999999999,0.356594,0.590008,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.713188,0.6103930000000001,976,519,1,DDoS,HTTP
1650996,1650996,1528102941.98192,e s,2,tcp,1,192.168.100.147,57452,192.168.100.3,80,13,3100,RST,1,1528102962.84017,672,20.858252,0.211796,0.366841,0.847183,0.0,0.847183,9,4,2334,766,0.5753119999999999,0.38354099999999997,0.251695,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.623255,0.6103930000000001,976,457,1,DDoS,HTTP
1650997,1650997,1528102948.8284302,e,1,tcp,1,192.168.100.149,42180,192.168.100.3,80,10,1634,RST,1,1528102962.8496199,755,14.021181,0.009519,0.013462,0.028557,0.0,0.028557,6,4,868,766,0.641886,0.356603,0.590054,86877,162588,519,976,976,976,0.785189,0.6103930000000001,100,55,0.7132069999999999,0.6103930000000001,976,519,1,DDoS,HTTP
1650998,1650998,1528102941.98158,e s,2,tcp,1,192.168.100.147,57450,192.168.100.3,80,13,3864,RST,1,1528102962.84015,671,20.858572,0.211892,0.367008,0.847568,0.0,0.847568,9,4,3098,766,0.575303,0.383535,0.251688,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.6232449999999999,0.6103930000000001,976,457,1,DDoS,HTTP
1650999,1650999,1528102941.98218,e s,2,tcp,1,192.168.100.147,57454,192.168.100.3,80,11,1667,RST,1,1528102962.8401802,673,20.857998000000002,0.251805,0.43613900000000005,1.007221,0.0,1.007221,7,4,901,766,0.47943199999999997,0.287659,0.251616,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.5273760000000001,0.6103930000000001,976,457,1,DDoS,HTTP
1651000,1651000,1528102942.98986,e,1,tcp,1,192.168.100.147,57456,192.168.100.3,80,10,1579,RST,1,1528102962.84019,674,19.850332,3.3e-05,5.7999999999999994e-05,0.000133,0.0,0.000133,6,4,813,766,0.45339300000000005,0.25188499999999997,0.274845,75711,162588,457,976,976,976,0.48721499999999995,0.6103930000000001,100,45,0.5037699999999999,0.6103930000000001,976,457,1,DDoS,HTTP
1651001,1651001,1528102948.82896,e,1,tcp,1,192.168.100.149,42182,192.168.100.3,80,10,1643,RST,1,1528102962.84965,756,14.020686999999999,0.009451000000000001,0.013366,0.028354,0.0,0.028354,6,4,877,766,0.6419090000000001,0.356616,0.591517,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713232,0.694409,1001,930,1,DDoS,HTTP
1651002,1651002,1528102942.9904802,e d,3,tcp,1,192.168.100.147,57458,192.168.100.3,80,10,1550,RST,1,1528102962.84021,675,19.849726,2e-06,4e-06,9e-06,0.0,9e-06,6,4,784,766,0.45340699999999995,0.251893,0.274861,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503785,0.694409,1001,71,1,DDoS,HTTP
1651003,1651003,1528102942.99085,e,1,tcp,1,192.168.100.147,57460,192.168.100.3,80,10,1538,RST,1,1528102962.84022,676,19.849373,3.6e-05,6.2e-05,0.000143,0.0,0.000143,6,4,772,766,0.45341499999999996,0.251897,0.27487,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503794,0.694409,1001,71,1,DDoS,HTTP
1651004,1651004,1528102942.99125,e,1,tcp,1,192.168.100.147,57462,192.168.100.3,80,10,1535,RST,1,1528102962.84023,677,19.848986,3.1e-05,5.3e-05,0.000123,0.0,0.000123,6,4,769,766,0.453424,0.251902,0.27488,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503804,0.694409,1001,71,1,DDoS,HTTP
1651005,1651005,1528102948.8294199,e,1,tcp,1,192.168.100.149,42184,192.168.100.3,80,10,1640,RST,1,1528102962.8496802,757,14.020257999999998,0.009366,0.013246,0.028099000000000002,0.0,0.028099000000000002,6,4,874,766,0.6419279999999999,0.35662699999999997,0.5915699999999999,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7132539999999999,0.694409,1001,930,1,DDoS,HTTP
1651006,1651006,1528102942.9919698,e,1,tcp,1,192.168.100.147,57464,192.168.100.3,80,10,1725,RST,1,1528102962.84026,678,19.848288,2.8999999999999997e-05,5.1e-05,0.000117,0.0,0.000117,6,4,959,766,0.45343999999999995,0.251911,0.274899,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503822,0.694409,1001,71,1,DDoS,HTTP
1651007,1651007,1528102942.99231,e,1,tcp,1,192.168.100.147,57466,192.168.100.3,80,10,1440,RST,1,1528102962.8402698,679,19.847967,3.1e-05,5.5e-05,0.000126,0.0,0.000126,6,4,674,766,0.45344700000000004,0.251915,0.274907,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.50383,0.694409,1001,71,1,DDoS,HTTP
1651008,1651008,1528102948.82981,e,1,tcp,1,192.168.100.149,42186,192.168.100.3,80,10,1579,RST,1,1528102962.84971,758,14.019896,0.009301,0.013153999999999999,0.027904,0.0,0.027904,6,4,813,766,0.641945,0.356636,0.5911529999999999,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713272,0.694409,1001,930,1,DDoS,HTTP
1651009,1651009,1528102942.99277,e,1,tcp,1,192.168.100.147,57468,192.168.100.3,80,10,1574,RST,1,1528102962.84029,680,19.847510999999997,3.2e-05,5.5e-05,0.000128,0.0,0.000128,6,4,808,766,0.45345699999999994,0.251921,0.274919,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.503842,0.694409,1001,71,1,DDoS,HTTP
1651010,1651010,1528102942.994,e s,2,tcp,1,192.168.100.147,57474,192.168.100.3,80,11,1567,RST,1,1528102962.8403199,683,19.846329,0.25484,0.441395,1.019358,0.0,1.019358,7,4,801,766,0.503872,0.302323,0.27495,10929,159142,71,1001,1001,1001,0.511019,0.694409,100,7,0.5542590000000001,0.694409,1001,71,1,DDoS,HTTP
1651011,1651011,1528102948.83023,e,1,tcp,1,192.168.100.149,42188,192.168.100.3,80,10,1665,RST,1,1528102962.84973,759,14.019506,0.009217,0.013035,0.027652,0.0,0.027652,6,4,899,766,0.6419630000000001,0.356646,0.591204,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713292,0.694409,1001,930,1,DDoS,HTTP
1651012,1651012,1528102948.83083,e,1,tcp,1,192.168.100.149,42190,192.168.100.3,80,10,1810,RST,1,1528102962.84976,760,14.018922,0.009082999999999999,0.012844999999999999,0.027249000000000002,0.0,0.027249000000000002,6,4,1044,766,0.641989,0.356661,0.591275,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713322,0.694409,1001,930,1,DDoS,HTTP
1651013,1651013,1528102948.83115,e,1,tcp,1,192.168.100.149,42192,192.168.100.3,80,10,1516,RST,1,1528102962.84978,761,14.018623000000002,0.00903,0.01277,0.027089,0.0,0.027089,6,4,750,766,0.642003,0.356668,0.591312,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713337,0.694409,1001,930,1,DDoS,HTTP
1651014,1651014,1528102948.83144,e,1,tcp,1,192.168.100.149,42194,192.168.100.3,80,10,1528,RST,1,1528102962.8498,762,14.018354,0.00903,0.01277,0.027089,0.0,0.027089,6,4,762,766,0.642015,0.356675,0.591345,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7133510000000001,0.694409,1001,930,1,DDoS,HTTP
1651015,1651015,1528102948.8317099,e,1,tcp,1,192.168.100.149,42196,192.168.100.3,80,10,1526,RST,1,1528102962.84982,763,14.018106,0.009013,0.012745999999999999,0.027038,0.0,0.027038,6,4,760,766,0.642027,0.356682,0.591377,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713363,0.694409,1001,930,1,DDoS,HTTP
1651016,1651016,1528102948.83205,e,1,tcp,1,192.168.100.149,42198,192.168.100.3,80,10,1545,RST,1,1528102962.84984,764,14.017786,0.009073999999999999,0.012832,0.027221,0.0,0.027221,6,4,779,766,0.642041,0.35669,0.590949,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713379,0.694409,1001,930,1,DDoS,HTTP
1651017,1651017,1528102948.83249,e,1,tcp,1,192.168.100.149,42200,192.168.100.3,80,10,1700,RST,1,1528102962.84986,765,14.017364,0.008979000000000001,0.012698000000000001,0.026937,0.0,0.026937,6,4,934,766,0.642061,0.3567,0.591,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7134010000000001,0.694409,1001,930,1,DDoS,HTTP
1651018,1651018,1528102948.83297,e,1,tcp,1,192.168.100.149,42202,192.168.100.3,80,10,1705,RST,1,1528102962.84988,766,14.016906,0.010561,0.014934999999999999,0.031682,0.0,0.031682,6,4,939,766,0.6420819999999999,0.356712,0.590588,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713424,0.694409,1001,930,1,DDoS,HTTP
1651019,1651019,1528102948.83319,e,1,tcp,1,192.168.100.149,42204,192.168.100.3,80,10,1558,RST,1,1528102962.84989,767,14.0167,0.010555,0.014927000000000001,0.031664,0.0,0.031664,6,4,792,766,0.642091,0.356717,0.590613,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713435,0.694409,1001,930,1,DDoS,HTTP
1651020,1651020,1528102948.83343,e,1,tcp,1,192.168.100.149,42206,192.168.100.3,80,10,1562,RST,1,1528102962.84993,768,14.016492999999999,0.010529,0.014891,0.031588,0.0,0.031588,6,4,796,766,0.642101,0.356723,0.590642,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713445,0.694409,1001,930,1,DDoS,HTTP
1651021,1651021,1528102948.83371,e,1,tcp,1,192.168.100.149,42208,192.168.100.3,80,10,1581,RST,1,1528102962.84995,769,14.01624,0.010509000000000001,0.014862,0.031528,0.0,0.031528,6,4,815,766,0.642112,0.356729,0.590674,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713458,0.694409,1001,930,1,DDoS,HTTP
1651022,1651022,1528102948.83405,e,1,tcp,1,192.168.100.149,42210,192.168.100.3,80,10,1590,RST,1,1528102962.8499699,770,14.015920000000001,0.010445999999999999,0.014773,0.031339,0.0,0.031339,6,4,824,766,0.642127,0.35673699999999997,0.590713,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7134739999999999,0.694409,1001,930,1,DDoS,HTTP
1651023,1651023,1528102948.83434,e,1,tcp,1,192.168.100.149,42212,192.168.100.3,80,10,1558,RST,1,1528102962.85,771,14.01566,0.0104,0.014707,0.031199,0.0,0.031199,6,4,792,766,0.642139,0.356744,0.590747,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713488,0.694409,1001,930,1,DDoS,HTTP
1651024,1651024,1528102948.83465,e,1,tcp,1,192.168.100.149,42214,192.168.100.3,80,10,1539,RST,1,1528102962.85002,772,14.015373,0.010368,0.014662999999999999,0.031105,0.0,0.031105,6,4,773,766,0.6421520000000001,0.35675100000000004,0.590783,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7135020000000001,0.694409,1001,930,1,DDoS,HTTP
1651025,1651025,1528102948.83525,e,1,tcp,1,192.168.100.149,42216,192.168.100.3,80,10,1896,RST,1,1528102962.85004,773,14.01479,0.010218999999999999,0.014450999999999999,0.030656,0.0,0.030656,6,4,1130,766,0.6421789999999999,0.35676599999999997,0.590853,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7135319999999999,0.694409,1001,930,1,DDoS,HTTP
1651026,1651026,1528102948.8355598,e,1,tcp,1,192.168.100.149,42218,192.168.100.3,80,10,1597,RST,1,1528102962.85006,774,14.014498999999999,0.010166,0.014377000000000001,0.030499000000000002,0.0,0.030499000000000002,6,4,831,766,0.642192,0.356773,0.5908899999999999,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713547,0.694409,1001,930,1,DDoS,HTTP
1651027,1651027,1528102948.83581,e,1,tcp,1,192.168.100.149,42220,192.168.100.3,80,10,1516,RST,1,1528102962.85008,775,14.014272,0.010154999999999999,0.014361,0.030463999999999998,0.0,0.030463999999999998,6,4,750,766,0.642202,0.356779,0.590918,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713558,0.694409,1001,930,1,DDoS,HTTP
1651028,1651028,1528102948.83606,e,1,tcp,1,192.168.100.149,42222,192.168.100.3,80,10,1510,RST,1,1528102962.8501,776,14.014044,0.010125,0.014318,0.030374,0.0,0.030374,6,4,744,766,0.642213,0.35678499999999996,0.590952,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7135699999999999,0.694409,1001,930,1,DDoS,HTTP
1651029,1651029,1528102948.83635,e,1,tcp,1,192.168.100.149,42224,192.168.100.3,80,10,1556,RST,1,1528102962.8501198,777,14.013767999999999,0.010081999999999999,0.014258000000000002,0.030244999999999998,0.0,0.030244999999999998,6,4,790,766,0.6422260000000001,0.356792,0.590987,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713584,0.694409,1001,930,1,DDoS,HTTP
1651030,1651030,1528102948.83676,e,1,tcp,1,192.168.100.149,42226,192.168.100.3,80,10,1650,RST,1,1528102962.85014,778,14.013382,0.010015000000000001,0.014163,0.030045,0.0,0.030045,6,4,884,766,0.642243,0.356802,0.5910340000000001,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713604,0.694409,1001,930,1,DDoS,HTTP
1651031,1651031,1528102948.83704,e,1,tcp,1,192.168.100.149,42228,192.168.100.3,80,10,1522,RST,1,1528102962.85016,779,14.013123,0.00998,0.014113999999999998,0.029941000000000002,0.0,0.029941000000000002,6,4,756,766,0.642255,0.356808,0.591067,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7136170000000001,0.694409,1001,930,1,DDoS,HTTP
1651032,1651032,1528102948.83733,e,1,tcp,1,192.168.100.149,42230,192.168.100.3,80,10,1563,RST,1,1528102962.8501801,780,14.012848000000002,0.009948,0.014069,0.029844,0.0,0.029844,6,4,797,766,0.6422680000000001,0.356815,0.5911029999999999,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713631,0.694409,1001,930,1,DDoS,HTTP
1651033,1651033,1528102948.83777,e,1,tcp,1,192.168.100.149,42232,192.168.100.3,80,10,1766,RST,1,1528102962.8502,781,14.012432,1.059226,1.49791,3.177678,0.0,3.177591,6,4,1000,766,0.6422869999999999,0.35682600000000003,0.276885,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.7136520000000001,0.694409,1001,930,1,DDoS,HTTP
1651034,1651034,1528102948.83809,e,1,tcp,1,192.168.100.149,42234,192.168.100.3,80,10,1592,RST,1,1528102962.85024,782,14.012147,1.057901,1.496033,3.1737029999999997,0.0,3.173611,6,4,826,766,0.6423,0.356833,0.27679000000000004,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713666,0.694409,1001,930,1,DDoS,HTTP
1651035,1651035,1528102948.83845,e,1,tcp,1,192.168.100.149,42236,192.168.100.3,80,10,1662,RST,1,1528102962.85027,783,14.011822,0.663246,0.937896,1.989739,0.0,1.989632,6,4,896,766,0.642315,0.356842,0.24953899999999998,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713683,0.694409,1001,930,1,DDoS,HTTP
1651036,1651036,1528102948.8387198,e,1,tcp,1,192.168.100.149,42238,192.168.100.3,80,10,1432,RST,1,1528102962.85028,784,14.011557,0.663249,0.9379,1.989746,0.0,1.98964,6,4,666,766,0.6423270000000001,0.356848,0.24954400000000002,148213,159142,930,1001,1001,1001,0.71397,0.694409,100,93,0.713697,0.694409,1001,930,1,DDoS,HTTP
